hhid,areaid,treatment,hh_edu,hh_gender,hh_size,children,old_biz,area_pop_base,area_debt_total_base,area_business_total_base,area_exp_pc_mean_base,area_literate_head_base,area_literate_base,anyloan_amt_2,informal_amt_2,female_biz_pct_2,hours_week_2,durables_exp_mo_2,temptation_exp_mo_2,total_exp_mo_2,bizprofit_2,bizrev_2,bizemployees_2,girls_school_2,bizassets_2
4807,48,0,1.0,0.0,3.0,2.0,1.0,3,0,3,3,0,1,20000.0,0.0,,132.0,576.14374,624.7342,7023.9556,0.0,0.0,0.0,,0.0
4808,48,0,0.0,1.0,1.0,0.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4809,48,0,1.0,1.0,2.0,2.0,1.0,3,0,3,3,0,1,144000.0,44980.86214252043,1.0,0.0,416.48947,749.681,10254.249,1345.261,1936.676,0.0,0.0,666.3831
4810,48,0,0.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,20000.0,0.0,,70.0,402.60648,416.48947,8870.948,0.0,0.0,0.0,1.0,24156.389
4811,48,0,0.0,1.0,2.0,3.0,0.0,3,0,3,3,0,1,5000.0,4164.894642825966,,56.0,194.36176,83.29789,7282.1787,0.0,0.0,0.0,0.5,0.0
4812,48,0,0.0,1.0,2.0,0.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4813,48,0,0.0,1.0,2.0,1.0,0.0,3,0,3,3,0,1,89000.0,4164.894642825966,,95.0,1490.6852,516.44696,6701.1772,0.0,0.0,0.0,1.0,0.0
4814,48,0,1.0,1.0,3.0,1.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4815,48,0,0.0,1.0,1.0,0.0,1.0,3,0,3,3,0,1,15000.0,0.0,0.0,48.0,277.65964,166.59578,10514.416,515.61395,599.7448,0.0,1.0,0.0
4816,48,0,0.0,1.0,1.0,1.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4817,48,0,0.0,1.0,2.0,3.0,0.0,3,0,3,3,0,1,20000.0,0.0,,0.0,1041.2236,666.3831,5981.7607,0.0,0.0,0.0,,0.0
4818,48,0,1.0,1.0,3.0,2.0,0.0,3,0,3,3,0,1,35000.0,8329.789285651932,0.0,150.0,97.18088,0.0,2802.5579,290.70966,291.54263,0.0,1.0,0.0
4819,48,0,1.0,1.0,1.0,1.0,0.0,3,0,3,3,0,1,16000.0,0.0,,90.0,69.41491,0.0,5237.2856,0.0,0.0,0.0,1.0,0.0
4820,42,1,0.0,1.0,3.0,2.0,1.0,0,0,3,3,2,2,,,,,,,,,,,,
4821,48,0,0.0,1.0,1.0,0.0,0.0,3,0,3,3,0,1,30000.0,0.0,1.0,28.0,20.824472,58.308525,5260.262,0.0,0.0,0.0,,3498.5115
4822,48,0,0.0,1.0,1.0,0.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4823,48,0,0.0,1.0,2.0,3.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4824,48,0,0.0,1.0,2.0,3.0,0.0,3,0,3,3,0,1,9500.0,7913.299821369335,,63.0,335.27402,0.0,3107.567,0.0,0.0,0.0,1.0,0.0
4825,48,0,1.0,0.0,3.0,2.0,0.0,3,0,3,3,0,1,16000.0,1665.9578571303864,,67.0,138.82982,33.319157,5696.1875,0.0,0.0,0.0,0.0,0.0
4826,48,0,1.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,13000.0,0.0,,80.0,541.43634,249.89368,7003.687,0.0,0.0,0.0,1.0,0.0
4827,48,0,1.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,5000.0,0.0,,60.0,694.1491,666.3831,8763.216,0.0,0.0,0.0,1.0,0.0
4828,48,0,0.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,186000.0,133276.6285704309,1.0,38.0,131.88832,83.29789,9916.614,699.7023,708.0321,0.0,,499.78735
4829,48,0,1.0,0.0,2.0,2.0,0.0,3,0,3,3,0,1,22000.0,0.0,,76.0,451.1969,166.59578,13445.112,0.0,0.0,0.0,1.0,3331.9158
4830,48,0,0.0,1.0,3.0,2.0,0.0,3,0,3,3,0,1,20000.0,16659.578571303864,,143.0,1006.5162,333.19156,8527.206,0.0,0.0,0.0,1.0,0.0
4831,48,0,0.0,1.0,1.0,0.0,1.0,3,0,3,3,0,1,436000.0,83297.89285651932,1.0,132.0,6143.219,0.0,14352.506,2110.7686,2115.7664,0.0,,8538.034
4832,48,0,0.0,1.0,3.0,1.0,0.0,3,0,3,3,0,1,91000.0,0.0,0.5,105.0,3248.618,0.0,18818.938,4747.98,4831.278,0.0,1.0,12078.194
4833,48,0,0.0,1.0,1.0,2.0,0.0,3,0,3,3,0,1,128000.0,49978.73571391159,,96.0,485.9044,1749.2557,7363.95,0.0,0.0,0.0,1.0,0.0
4834,48,0,0.0,1.0,2.0,3.0,1.0,3,0,3,3,0,1,12000.0,0.0,1.0,16.0,291.54263,74.9681,3515.2407,5997.448,6663.8315,0.0,1.0,166.59578
4835,48,0,0.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,6644.0,0.0,1.0,73.0,124.94684,0.0,4472.264,966.25555,5964.129,0.0,1.0,5997.448
4836,48,0,1.0,1.0,2.0,0.0,1.0,3,0,3,3,0,1,97000.0,49978.73571391159,0.0,93.0,0.0,149.9362,6669.6626,1357.7556,1374.4153,0.0,,0.0
4837,48,0,1.0,1.0,3.0,3.0,1.0,3,0,3,3,0,1,233000.0,183255.3642843425,0.5,129.0,555.3193,624.7342,13868.545,6830.4272,12827.876,0.0,,41690.594
4838,48,0,1.0,1.0,3.0,2.0,0.0,3,0,3,3,0,1,9000.0,0.0,,76.0,24.29522,1532.6813,4444.0815,0.0,0.0,0.0,1.0,0.0
4839,48,0,1.0,1.0,2.0,2.0,1.0,3,0,3,3,0,1,235000.0,166595.78571303864,1.0,117.0,0.0,1266.1279,5668.422,1249.4684,5497.661,0.0,0.0,1416.0642
4840,48,0,1.0,1.0,2.0,3.0,1.0,3,0,3,3,0,1,3000.0,0.0,0.0,64.0,0.0,166.59578,4598.0435,-15285.163,6580.5337,0.0,1.0,40399.477
4841,48,0,0.0,1.0,3.0,2.0,0.0,3,0,3,3,0,1,38000.0,0.0,,149.0,628.20496,83.29789,6251.229,0.0,0.0,0.0,,24156.389
4842,48,0,1.0,0.0,2.0,2.0,1.0,3,0,3,3,0,1,25800.0,16659.578571303864,,105.0,152.7128,0.0,3517.3923,0.0,0.0,0.0,,2373.99
4843,48,0,0.0,1.0,3.0,2.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4844,48,0,0.0,1.0,3.0,2.0,0.0,3,0,3,3,0,1,78500.0,2915.426249978176,1.0,68.0,208.24474,0.0,3269.7197,1249.4684,1332.7662,0.0,,11745.003
4845,48,0,0.0,1.0,1.0,1.0,0.0,3,0,3,3,0,1,95000.0,41648.94642825966,,56.0,326.2501,416.48947,15017.222,0.0,0.0,0.0,1.0,1665.9579
4846,48,0,1.0,1.0,3.0,1.0,0.0,3,0,3,3,0,1,32000.0,16659.578571303864,1.0,85.0,2276.809,83.29789,9947.157,0.0,0.0,3.0,0.0,0.0
4847,48,0,1.0,1.0,2.0,0.0,0.0,3,0,3,3,0,1,60000.0,49978.73571391159,0.0,72.0,72.88566,1041.2236,7490.8403,3206.969,5830.8525,0.0,,0.0
4848,48,0,0.0,1.0,1.0,1.0,1.0,3,0,3,3,0,1,15500.0,1249.4683928477898,,35.0,0.0,0.0,2227.1082,0.0,0.0,0.0,,0.0
4849,48,0,1.0,1.0,2.0,1.0,1.0,3,0,3,3,0,1,51000.0,24989.367856955796,0.0,47.0,0.0,0.0,4972.0513,791.32996,46646.82,0.0,,25322.559
4850,48,0,0.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4851,48,0,1.0,1.0,3.0,2.0,0.0,3,0,3,3,0,1,150000.0,83297.89285651932,,212.0,69.41491,416.48947,4124.357,0.0,0.0,0.0,,0.0
4852,48,0,1.0,1.0,2.0,2.0,1.0,3,0,3,3,0,1,27000.0,0.0,,96.0,895.45233,374.8405,6188.0615,0.0,0.0,0.0,,0.0
4853,48,0,1.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,76500.0,54560.119821020155,,144.0,4577.9136,333.19156,10745.289,0.0,0.0,0.0,0.0,0.0
4854,48,0,1.0,1.0,1.0,0.0,0.0,3,0,3,3,0,1,0.0,0.0,,0.0,69.41491,83.29789,6118.647,0.0,0.0,0.0,,0.0
4855,48,0,1.0,0.0,3.0,3.0,0.0,3,0,3,3,0,1,100000.0,0.0,,120.0,34.707455,0.0,2388.8447,0.0,0.0,0.0,,0.0
4856,48,0,0.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,37500.0,416.4894642825966,1.0,116.0,1041.2236,249.89368,7499.865,241.56389,274.88306,0.0,,6997.023
4857,48,0,0.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,6000.0,4997.873571391159,,83.0,124.94684,583.08527,9532.472,0.0,0.0,0.0,1.0,0.0
4858,48,0,0.0,1.0,2.0,1.0,0.0,3,0,3,3,0,1,120000.0,0.0,,197.0,291.54263,0.0,9625.627,0.0,0.0,0.0,1.0,9037.821
4859,48,0,0.0,1.0,2.0,3.0,0.0,3,0,3,3,0,1,115700.0,54726.715606733196,,48.0,2089.389,666.3831,14495.221,0.0,0.0,0.0,1.0,0.0
4860,48,0,1.0,1.0,3.0,3.0,1.0,3,0,3,3,0,1,150500.0,7080.320892804142,1.0,210.0,771.8938,882.95764,8061.293,,11393.485,0.0,0.0,9204.417
4861,48,0,1.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,100000.0,74968.10357086739,,252.0,4164.8945,1249.4684,21591.09,0.0,0.0,0.0,1.0,0.0
4862,48,0,0.0,1.0,3.0,3.0,1.0,3,0,3,3,0,1,214000.0,166595.78571303864,0.5,77.0,194.36176,249.89368,8434.188,-15460.089,9695.875,0.0,0.0,7996.5977
4863,48,0,1.0,1.0,3.0,3.0,1.0,3,0,3,3,0,1,125000.0,99957.47142782318,0.0,109.0,0.0,124.94684,8226.777,12494.684,12494.684,0.0,0.0,0.0
4865,41,1,0.0,1.0,2.0,3.0,0.0,2,2,3,0,0,0,20000.0,0.0,,48.0,701.0906,749.681,15099.132,0.0,0.0,0.0,1.0,0.0
4866,41,1,0.0,1.0,3.0,3.0,1.0,2,2,3,0,0,0,18000.0,0.0,0.5,95.0,69.41491,0.0,11264.931,-4648.0225,4581.3843,0.0,,9620.906
4867,41,1,1.0,1.0,1.0,2.0,1.0,2,2,3,0,0,0,1000.0,0.0,,50.0,124.94684,291.54263,6948.155,0.0,0.0,0.0,1.0,1416.0642
4868,41,1,0.0,1.0,2.0,2.0,0.0,2,2,3,0,0,0,34100.0,666.3831428521546,,16.0,1041.2236,1132.8513,7948.5615,0.0,0.0,0.0,,0.0
4869,41,1,1.0,1.0,2.0,1.0,0.0,2,2,3,0,0,0,120000.0,58308.524999563524,,126.0,416.48947,158.26599,4792.9604,0.0,0.0,0.0,,0.0
4870,41,1,0.0,1.0,3.0,3.0,0.0,2,2,3,0,0,0,80600.0,0.0,,89.0,281.1304,0.0,3246.952,0.0,0.0,0.0,0.5,0.0
4871,41,1,0.0,1.0,2.0,1.0,0.0,2,2,3,0,0,0,13000.0,0.0,,76.0,1075.9312,1249.4684,7299.394,0.0,0.0,0.0,1.0,3331.9158
4872,48,0,1.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,213400.0,122447.9024990834,0.0,91.0,3036.9023,249.89368,12358.215,-2498.9368,9995.747,0.0,,0.0
4873,48,0,0.0,1.0,2.0,1.0,0.0,3,0,3,3,0,1,29150.0,0.0,0.0,113.0,1458.4072,374.8405,7027.566,2498.9368,2498.9368,0.0,0.5,0.0
4874,48,0,1.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,53500.0,23739.899464108006,,90.0,760.09326,4248.1924,14456.628,0.0,0.0,0.0,1.0,0.0
4876,48,0,0.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,10000.0,0.0,1.0,40.0,13.882981,233.2341,4936.7886,66.63831,333.19156,0.0,1.0,2498.9368
4877,48,0,0.0,1.0,2.0,1.0,0.0,3,0,3,3,0,1,54800.0,43314.90428539005,,104.0,0.0,166.59578,5762.826,0.0,0.0,0.0,0.0,0.0
4878,70,1,1.0,1.0,1.0,1.0,0.0,2,3,0,2,0,0,104000.0,24989.367856955796,,48.0,233.92824,666.3831,5263.455,0.0,0.0,0.0,1.0,0.0
4879,70,1,0.0,1.0,1.0,2.0,1.0,2,3,0,2,0,0,4000.0,0.0,,48.0,55.531925,24.989368,2582.7903,0.0,0.0,0.0,,0.0
4880,70,1,0.0,1.0,2.0,1.0,0.0,2,3,0,2,0,0,50000.0,33319.15714260773,,60.0,2850.176,916.2768,33016.23,0.0,0.0,0.0,1.0,0.0
4881,70,1,0.0,1.0,1.0,2.0,1.0,2,3,0,2,0,0,,,,,,,,,,,,
4882,70,1,0.0,1.0,1.0,2.0,1.0,2,3,0,2,0,0,0.0,0.0,1.0,66.0,1141.8752,0.0,6650.226,1115.3588,1207.8195,0.0,1.0,3498.5115
4883,70,1,0.0,1.0,2.0,3.0,1.0,2,3,0,2,0,0,20000.0,0.0,0.0,60.0,661.5241,516.44696,8911.069,19283.463,21240.963,1.0,1.0,103289.39
4884,70,1,0.0,1.0,3.0,2.0,1.0,2,3,0,2,0,0,340000.0,257390.4889266447,0.0,67.0,208.24474,0.0,7813.203,3498.5115,5830.8525,0.0,,23906.496
4885,70,1,0.0,1.0,2.0,1.0,1.0,2,3,0,2,0,0,140000.0,0.0,,72.0,723.3034,0.0,10227.593,0.0,0.0,0.0,,0.0
4886,70,1,0.0,1.0,2.0,2.0,1.0,2,3,0,2,0,0,700.0,583.0852499956352,1.0,49.0,319.3086,249.89368,5680.7773,970.4205,1499.362,0.0,,1541.011
4887,70,1,0.0,1.0,2.0,2.0,1.0,2,3,0,2,0,0,50000.0,41648.94642825966,,48.0,416.48947,832.97894,6166.9595,0.0,0.0,0.0,1.0,0.0
4888,70,1,0.0,1.0,3.0,0.0,1.0,2,3,0,2,0,0,,,,,,,,,,,,
4889,70,1,0.0,1.0,2.0,1.0,1.0,2,3,0,2,0,0,13500.0,8329.789285651932,1.0,42.0,0.0,416.48947,3649.003,583.08527,1665.9579,0.0,,0.0
4890,70,1,1.0,1.0,3.0,3.0,1.0,2,3,0,2,0,0,600000.0,499787.3571391159,,58.0,0.0,333.19156,42089.867,0.0,0.0,0.0,0.75,0.0
4891,70,1,1.0,1.0,3.0,3.0,1.0,2,3,0,2,0,0,1190000.0,982915.135706928,0.0,96.0,6108.512,1332.7662,13546.458,9702.538,12994.472,0.0,0.5,99957.47
4892,70,1,1.0,1.0,3.0,3.0,1.0,2,3,0,2,0,0,25000.0,20824.47321412983,0.0,70.0,159.6543,957.9258,9389.061,3165.3198,16492.982,0.0,1.0,31486.604
4893,70,1,0.0,0.0,2.0,2.0,1.0,2,3,0,2,0,0,23000.0,2498.9367856955796,1.0,0.0,624.7342,283.21283,8193.736,170.76068,208.24474,0.0,1.0,7830.002
4894,70,1,0.0,1.0,2.0,3.0,1.0,2,3,0,2,0,0,80900.0,0.0,1.0,125.0,55.531925,83.29789,5373.6855,1584.3259,16577.947,0.0,1.0,40024.637
4895,70,1,0.0,1.0,2.0,3.0,1.0,2,3,0,2,0,0,20000.0,0.0,0.0,72.0,347.07455,416.48947,7730.045,8746.278,11245.216,0.0,1.0,53310.652
4896,70,1,1.0,0.0,3.0,3.0,1.0,2,3,0,2,0,0,10000.0,0.0,,72.0,0.0,0.0,3013.7178,0.0,0.0,0.0,,0.0
4897,70,1,1.0,1.0,1.0,0.0,1.0,2,3,0,2,0,0,14000.0,0.0,0.0,56.0,381.782,83.29789,4949.2827,3373.5647,27904.795,0.0,,23739.9
4898,70,1,1.0,1.0,1.0,1.0,1.0,2,3,0,2,0,0,14000.0,6663.831428521546,1.0,81.0,208.24474,0.0,5146.56,5.8308525,1671.7887,0.0,1.0,6955.374
4899,70,1,0.0,1.0,2.0,2.0,1.0,2,3,0,2,0,0,50000.0,0.0,0.0,56.0,104.12237,0.0,3758.679,5244.4355,9492.628,0.0,1.0,26780.273
4900,70,1,1.0,1.0,1.0,0.0,1.0,2,3,0,2,0,0,190000.0,0.0,0.0,212.0,6365.347,1749.2557,20407.15,-62056.93,22573.729,2.0,1.0,99957.47
4901,70,1,0.0,1.0,2.0,3.0,1.0,2,3,0,2,0,0,320000.0,0.0,1.0,69.0,2429.5217,0.0,11220.989,291.54263,1249.4684,0.0,1.0,1291.1173
4902,70,1,0.0,1.0,1.0,2.0,1.0,2,3,0,2,0,0,83000.0,58308.524999563524,0.0,40.0,69.41491,399.8299,4331.2124,2415.639,9912.449,0.0,1.0,6247.342
4903,70,1,0.0,1.0,3.0,2.0,1.0,2,3,0,2,0,0,1736000.0,0.0,0.6666667,142.0,0.0,0.0,9802.356,46034.582,76026.82,2.0,,11161.918
4904,68,1,0.0,1.0,3.0,1.0,1.0,0,2,0,1,2,2,60000.0,41648.94642825966,1.0,145.0,0.0,41.648945,3415.4915,2187.4026,5489.331,0.0,0.0,0.0
4905,70,1,0.0,1.0,3.0,3.0,1.0,2,3,0,2,0,0,,,,,,,,,,,,
4906,70,1,0.0,1.0,3.0,2.0,1.0,2,3,0,2,0,0,220600.0,50478.52307105071,1.0,212.0,27.765963,912.11194,6787.8066,14678.755,27173.44,0.0,1.0,33735.65
4907,70,1,0.0,1.0,3.0,3.0,1.0,2,3,0,2,0,0,16000.0,832.9789285651932,1.0,168.0,1804.7876,316.53198,7062.2725,729.6895,1041.2236,0.0,0.5,3706.7563
4908,70,1,0.0,1.0,3.0,3.0,1.0,2,3,0,2,0,0,120000.0,16659.578571303864,0.5,123.0,839.9204,749.681,10902.86,14377.216,31120.092,0.0,1.0,79299.59
4909,70,1,0.0,1.0,1.0,1.0,0.0,2,3,0,2,0,0,530000.0,441478.8321395524,0.0,40.0,2151.8623,1416.0642,15048.46,,101623.43,2.0,,31236.709
4910,70,1,0.0,1.0,3.0,1.0,1.0,2,3,0,2,0,0,143000.0,23323.40999982541,0.0,144.0,416.48947,466.4682,16168.4,0.0,0.0,0.0,,48312.777
4911,70,1,0.0,1.0,3.0,3.0,1.0,2,3,0,2,0,0,5000.0,0.0,0.0,24.0,4963.166,166.59578,17794.512,48329.438,49978.734,0.0,,3331.9158
4912,70,1,0.0,1.0,3.0,3.0,1.0,2,3,0,2,0,0,0.0,0.0,0.0,70.0,2859.8943,666.3831,16996.102,20824.473,20824.473,2.0,1.0,11161.918
4913,70,1,1.0,1.0,0.0,0.0,1.0,2,3,0,2,0,0,65000.0,24989.367856955796,0.5,70.0,31.23671,124.94684,8378.796,-387.3352,1062.0481,0.0,,24198.037
4914,70,1,1.0,1.0,3.0,3.0,1.0,2,3,0,2,0,0,326000.0,0.0,0.0,208.0,208.24474,499.78735,12703.762,17007.764,34439.516,1.0,0.0,7996.5977
4915,70,1,1.0,1.0,2.0,3.0,0.0,2,3,0,2,0,0,300000.0,249893.67856955796,,70.0,347.07455,1499.362,11896.327,0.0,0.0,0.0,1.0,0.0
4916,70,1,1.0,1.0,1.0,2.0,0.0,2,3,0,2,0,0,73800.0,37484.051785433694,,96.0,291.54263,1582.6599,6179.7314,0.0,0.0,0.0,,0.0
4917,70,1,0.0,1.0,2.0,0.0,0.0,2,3,0,2,0,0,250000.0,166595.78571303864,,36.0,277.65964,249.89368,7806.123,0.0,0.0,0.0,0.0,0.0
4918,70,1,0.0,1.0,2.0,3.0,0.0,2,3,0,2,0,0,18000.0,0.0,,24.0,281.1304,158.26599,5464.342,0.0,0.0,0.0,1.0,0.0
4919,70,1,0.0,1.0,3.0,3.0,0.0,2,3,0,2,0,0,105000.0,83297.89285651932,,48.0,451.1969,416.48947,5903.877,0.0,0.0,0.0,1.0,0.0
4920,70,1,0.0,1.0,2.0,2.0,0.0,2,3,0,2,0,0,71200.0,0.0,,132.0,506.72885,166.59578,6042.2905,0.0,0.0,0.0,1.0,0.0
4921,70,1,0.0,1.0,1.0,2.0,0.0,2,3,0,2,0,0,26000.0,17492.557499869057,,60.0,173.53728,0.0,8387.612,0.0,0.0,0.0,1.0,0.0
4922,70,1,1.0,1.0,1.0,0.0,0.0,2,3,0,2,0,0,17500.0,7080.320892804142,,104.0,0.0,291.54263,5458.511,0.0,0.0,0.0,,0.0
4923,70,1,1.0,0.0,1.0,1.0,0.0,2,3,0,2,0,0,2400.0,0.0,,80.0,17.353727,0.0,2199.2034,0.0,0.0,0.0,0.5,0.0
4924,70,1,0.0,1.0,1.0,1.0,0.0,2,3,0,2,0,0,57000.0,0.0,,84.0,2311.5166,416.48947,8120.1562,0.0,0.0,0.0,,0.0
4925,70,1,0.0,1.0,1.0,2.0,0.0,2,3,0,2,0,0,1000.0,832.9789285651932,,48.0,492.84586,99.95747,5475.7256,0.0,0.0,0.0,,0.0
4926,70,1,0.0,1.0,3.0,2.0,0.0,2,3,0,2,0,0,100000.0,0.0,,36.0,104.12237,418.9884,12185.788,0.0,0.0,0.0,,0.0
4927,70,1,1.0,0.0,3.0,2.0,0.0,2,3,0,2,0,0,20000.0,0.0,,32.0,41.648945,0.0,3530.7197,0.0,0.0,0.0,,0.0
4928,70,1,1.0,1.0,1.0,2.0,0.0,2,3,0,2,0,0,52000.0,0.0,,0.0,173.53728,1915.8516,7544.013,0.0,0.0,0.0,,0.0
4929,70,1,1.0,1.0,2.0,2.0,0.0,2,3,0,2,0,0,36000.0,3331.915714260773,,64.0,79.82715,499.78735,6530.416,0.0,0.0,0.0,1.0,0.0
4930,70,1,1.0,1.0,2.0,1.0,0.0,2,3,0,2,0,0,80000.0,66638.31428521546,,156.0,208.24474,874.62787,12740.691,0.0,0.0,0.0,0.0,0.0
4931,70,1,0.0,1.0,3.0,3.0,0.0,2,3,0,2,0,0,46000.0,25822.34678552099,0.0,118.0,1388.2982,416.48947,10606.321,-2982.0645,9162.769,0.0,1.0,149769.61
4932,70,1,0.0,1.0,2.0,2.0,0.0,2,3,0,2,0,0,192000.0,83297.89285651932,,114.0,121.4761,541.4363,6762.123,0.0,0.0,0.0,1.0,0.0
4933,70,1,0.0,1.0,2.0,3.0,0.0,2,3,0,2,0,0,,,,,,,,,,,,
4934,70,1,0.0,1.0,2.0,2.0,0.0,2,3,0,2,0,0,8000.0,0.0,,48.0,347.07455,374.8405,8245.382,0.0,0.0,0.0,0.5,1665.9579
4935,70,1,1.0,0.0,1.0,0.0,0.0,2,3,0,2,0,0,44600.0,33818.944499746845,,48.0,694.1491,166.59578,6050.759,0.0,0.0,0.0,,0.0
4936,70,1,0.0,1.0,3.0,3.0,0.0,2,3,0,2,0,0,0.0,0.0,0.0,156.0,1027.3407,1957.5005,16616.543,18325.537,33319.156,0.0,1.0,6663.8315
4937,68,1,1.0,1.0,2.0,1.0,0.0,0,2,0,1,2,2,32000.0,19991.494285564637,,108.0,1082.8727,458.1384,8549.557,0.0,0.0,0.0,,0.0
4938,70,1,0.0,1.0,3.0,2.0,0.0,2,3,0,2,0,0,,,,,,,,,,,,
4939,70,1,1.0,1.0,3.0,3.0,0.0,2,3,0,2,0,0,81500.0,67887.78267806325,,107.0,971.8088,1832.5536,15147.166,0.0,0.0,0.0,,0.0
4940,70,1,1.0,1.0,3.0,3.0,0.0,2,3,0,2,0,0,100000.0,83297.89285651932,,104.0,69.41491,1957.5005,13251.861,0.0,0.0,0.0,1.0,0.0
4941,70,1,1.0,1.0,1.0,0.0,0.0,2,3,0,2,0,0,34000.0,24989.367856955796,,40.0,0.0,249.89368,4216.2617,0.0,0.0,0.0,,0.0
4942,70,1,0.0,1.0,1.0,2.0,0.0,2,3,0,2,0,0,25000.0,4164.894642825966,,72.0,118.00535,83.29789,4650.521,0.0,0.0,0.0,,0.0
4943,70,1,0.0,1.0,1.0,2.0,0.0,2,3,0,2,0,0,45000.0,34985.114999738114,,88.0,0.0,83.29789,5451.569,0.0,0.0,0.0,1.0,0.0
4944,70,1,0.0,1.0,3.0,1.0,0.0,2,3,0,2,0,0,105000.0,12494.683928477898,,136.0,409.54797,749.681,15586.9795,0.0,0.0,0.0,,0.0
4945,70,1,0.0,1.0,3.0,2.0,0.0,2,3,0,2,0,0,40000.0,0.0,,36.0,347.07455,416.48947,11227.167,0.0,0.0,0.0,1.0,0.0
4946,70,1,0.0,1.0,3.0,2.0,0.0,2,3,0,2,0,0,1200000.0,541436.3035673756,,144.0,138.82982,649.7236,4820.8657,0.0,0.0,0.0,1.0,0.0
4947,70,1,1.0,1.0,2.0,2.0,0.0,2,3,0,2,0,0,130000.0,16659.578571303864,,112.0,1652.0748,1999.1494,13369.59,0.0,0.0,0.0,1.0,0.0
4948,70,1,1.0,1.0,3.0,3.0,0.0,2,3,0,2,0,0,100000.0,58308.524999563524,,144.0,867.68634,1957.5005,16976.248,0.0,0.0,0.0,0.0,0.0
4949,70,1,1.0,1.0,2.0,0.0,1.0,2,3,0,2,0,0,454200.0,239897.93142677564,1.0,114.0,61.77927,2582.2346,9508.871,-2419.8037,7575.9434,0.0,0.0,3998.2988
4950,70,1,0.0,1.0,2.0,2.0,0.0,2,3,0,2,0,0,40200.0,24989.367856955796,,42.0,229.06921,1624.309,9432.793,0.0,0.0,0.0,1.0,0.0
4951,70,1,1.0,1.0,3.0,2.0,0.0,2,3,0,2,0,0,40000.0,33319.15714260773,,57.0,86.76864,1416.0642,7030.6196,0.0,0.0,0.0,0.0,0.0
4952,70,1,0.0,1.0,3.0,3.0,0.0,2,3,0,2,0,0,,,,,,,,,,,,
4953,70,1,0.0,0.0,3.0,3.0,0.0,2,3,0,2,0,0,58500.0,15410.110178456074,,0.0,534.4948,416.48947,7066.993,0.0,0.0,0.0,0.6666667,0.0
4954,70,1,1.0,1.0,1.0,0.0,0.0,2,3,0,2,0,0,,,,,,,,,,,,
4955,1,1,0.0,1.0,3.0,3.0,0.0,1,3,2,3,0,0,56000.0,42481.92535682485,,46.0,423.43094,416.48947,6734.912,0.0,0.0,0.0,0.6666667,0.0
4956,1,1,1.0,1.0,2.0,3.0,0.0,1,3,2,3,0,0,,,,,,,,,,,,
4957,1,1,0.0,1.0,2.0,1.0,0.0,1,3,2,3,0,0,266000.0,221572.3949983414,1.0,48.0,19269.58,416.48947,27028.916,461.47034,558.0959,0.0,,2498.9368
4958,1,1,1.0,1.0,2.0,0.0,0.0,1,3,2,3,0,0,21000.0,17492.557499869057,,87.0,27.765963,249.89368,4608.5947,0.0,0.0,0.0,,0.0
4959,1,1,1.0,1.0,3.0,3.0,0.0,1,3,2,3,0,0,15000.0,0.0,,55.0,13.882981,0.0,3230.1536,0.0,0.0,0.0,0.5,0.0
4960,1,1,0.0,1.0,2.0,1.0,0.0,1,3,2,3,0,0,20000.0,16659.578571303864,,72.0,71.49736,0.0,4534.321,0.0,0.0,0.0,,0.0
4961,1,1,1.0,0.0,2.0,1.0,0.0,1,3,2,3,0,0,55000.0,24989.367856955796,0.0,77.0,90.23938,49.978737,5729.7847,6705.4805,30237.135,0.0,0.0,21990.645
4962,1,1,1.0,0.0,0.0,0.0,1.0,1,3,2,3,0,0,31000.0,0.0,1.0,5.0,34.707455,124.94684,5690.7734,-1166.1705,0.0,0.0,,0.0
4963,1,1,0.0,1.0,2.0,3.0,0.0,1,3,2,3,0,0,10000.0,8329.789285651932,0.0,25.0,41.648945,508.11716,5068.677,9795.832,9995.747,0.0,1.0,1665.9579
4964,1,1,1.0,1.0,3.0,2.0,0.0,1,3,2,3,0,0,19000.0,14160.641785608284,1.0,24.0,62.47342,24.989368,3927.2178,41.648945,41.648945,0.0,0.0,2998.724
