hhid,areaid,treatment,hh_edu,hh_gender,hh_size,children,old_biz,area_pop_base,area_debt_total_base,area_business_total_base,area_exp_pc_mean_base,area_literate_head_base,area_literate_base,anyloan_amt_2,informal_amt_2,female_biz_pct_2,hours_week_2,durables_exp_mo_2,temptation_exp_mo_2,total_exp_mo_2,bizprofit_2,bizrev_2,bizemployees_2,girls_school_2,bizassets_2
4651,68,1,1.0,1.0,3.0,0.0,0.0,0,2,0,1,2,2,605000.0,0.0,,73.0,555.3193,1291.1173,11969.352,0.0,0.0,0.0,,0.0
4652,68,1,1.0,1.0,2.0,1.0,0.0,0,2,0,1,2,2,60200.0,41648.94642825966,,24.0,173.53728,549.7661,3836.9788,0.0,0.0,0.0,,0.0
4653,68,1,0.0,1.0,2.0,2.0,1.0,0,2,0,1,2,2,51000.0,0.0,0.0,32.0,937.1013,66.63831,6468.915,835.47784,1007.9045,0.0,1.0,2332.341
4654,68,1,1.0,1.0,3.0,2.0,0.0,0,2,0,1,2,2,376000.0,166595.78571303864,,188.0,220.73943,566.42566,6766.5654,0.0,0.0,0.0,0.0,0.0
4655,63,1,1.0,1.0,3.0,3.0,0.0,0,3,3,1,0,1,12500.0,8329.789285651932,,75.0,138.82982,499.78735,6621.905,0.0,0.0,0.0,1.0,0.0
4656,68,1,0.0,1.0,2.0,2.0,2.0,0,2,0,1,2,2,277500.0,0.0,0.33333334,54.0,7441.279,2498.9368,21606.918,21312.6,55248.16,2.0,1.0,42898.414
4657,68,1,0.0,1.0,3.0,3.0,1.0,0,2,0,1,2,2,1190000.0,433149.04285390046,0.5,105.0,434.53735,999.5747,23434.195,8296.47,24989.367,4.0,0.5,89128.74
4658,68,1,1.0,1.0,3.0,1.0,1.0,0,2,0,1,2,2,200000.0,67471.29321378065,0.0,82.0,1721.4897,249.89368,10190.525,9204.417,10828.726,0.0,,25822.348
4659,68,1,1.0,1.0,2.0,1.0,1.0,0,2,0,1,2,2,117000.0,58308.524999563524,0.0,48.0,3075.0803,416.48947,8569.826,11994.896,13994.046,0.0,1.0,1665.9579
4660,68,1,0.0,1.0,2.0,2.0,0.0,0,2,0,1,2,2,36563.0,8329.789285651932,,116.0,860.7449,249.89368,5740.058,0.0,0.0,0.0,,0.0
4661,68,1,1.0,1.0,1.0,2.0,0.0,0,2,0,1,2,2,0.0,0.0,,53.0,128.41759,999.5747,6480.5063,0.0,0.0,0.0,1.0,0.0
4662,68,1,0.0,1.0,1.0,1.0,0.0,0,2,0,1,2,2,140500.0,116617.04999912705,,0.0,4206.5435,0.0,10365.034,0.0,0.0,0.0,1.0,0.0
4663,68,1,1.0,1.0,1.0,1.0,0.0,0,2,0,1,2,2,147000.0,64139.37749951988,,64.0,249.89368,108.28726,3240.774,0.0,0.0,0.0,1.0,0.0
4664,68,1,0.0,1.0,2.0,2.0,1.0,0,2,0,1,2,2,290000.0,74968.10357086739,0.0,84.0,138.82982,166.59578,15327.091,6313.1475,6667.1636,0.0,1.0,22490.432
4665,68,1,1.0,1.0,3.0,0.0,0.0,0,2,0,1,2,2,4000.0,0.0,,96.0,17.353727,583.08527,21356.885,0.0,0.0,0.0,,0.0
4666,68,1,0.0,1.0,2.0,2.0,0.0,0,2,0,1,2,2,54200.0,42065.43589254226,1.0,48.0,236.0107,0.0,6874.0195,0.0,0.0,0.0,1.0,1249.4684
4667,68,1,0.0,1.0,2.0,2.0,1.0,0,2,0,1,2,2,45000.0,0.0,0.0,148.0,2429.6606,416.48947,26733.766,24989.367,32486.178,0.0,1.0,24156.389
4668,68,1,0.0,1.0,3.0,2.0,1.0,0,2,0,1,2,2,,,,,,,,,,,,
4669,68,1,0.0,1.0,1.0,2.0,0.0,0,2,0,1,2,2,0.0,0.0,,0.0,1005.822,458.1384,9910.089,0.0,0.0,0.0,1.0,0.0
4670,68,1,0.0,1.0,0.0,0.0,0.0,0,2,0,1,2,2,40000.0,0.0,0.0,56.0,156.18355,166.59578,9309.512,0.0,0.0,0.0,,0.0
4671,68,1,0.0,1.0,1.0,2.0,1.0,0,2,0,1,2,2,86500.0,0.0,0.0,49.0,69.41491,166.59578,10361.98,0.0,0.0,0.0,1.0,25155.963
4672,68,1,0.0,1.0,2.0,2.0,0.0,0,2,0,1,2,2,90000.0,8329.789285651932,,32.0,2002.6201,0.0,7069.6313,0.0,0.0,0.0,1.0,0.0
4673,69,1,1.0,1.0,2.0,1.0,1.0,3,3,1,2,3,2,18000.0,0.0,0.0,0.0,138.82982,158.26599,4348.011,0.0,0.0,0.0,,1665.9579
4674,69,1,0.0,1.0,2.0,0.0,1.0,3,3,1,2,3,2,30000.0,16659.578571303864,,208.0,0.0,0.0,2268.4792,0.0,0.0,0.0,,0.0
4675,69,1,0.0,1.0,3.0,3.0,1.0,3,3,1,2,3,2,627500.0,291542.6249978176,,48.0,3255.5593,166.59578,10345.876,0.0,0.0,0.0,1.0,0.0
4676,69,1,1.0,0.0,0.0,0.0,0.0,3,3,1,2,3,2,55000.0,41648.94642825966,,0.0,13.188832,0.0,4698.14,0.0,0.0,0.0,1.0,0.0
4677,69,1,0.0,1.0,3.0,2.0,1.0,3,3,1,2,3,2,28000.0,0.0,0.0,83.0,118.00535,0.0,7364.9224,7205.2676,10495.534,0.0,1.0,103289.39
4678,69,1,0.0,1.0,3.0,3.0,1.0,3,3,1,2,3,2,89666.0,43314.90428539005,0.0,139.0,76.3564,1665.9579,21294.268,6722.14,8662.98,0.0,0.0,0.0
4679,69,1,0.0,1.0,3.0,2.0,1.0,3,3,1,2,3,2,22000.0,0.0,0.0,126.0,41.648945,49.978737,3862.6616,5997.448,7496.8105,0.0,0.0,25822.348
4680,69,1,0.0,1.0,2.0,3.0,1.0,3,3,1,2,3,2,94000.0,24989.367856955796,0.0,98.0,194.36176,416.48947,6730.747,4448.1074,9445.981,0.0,1.0,3831.7031
4682,69,1,1.0,1.0,2.0,1.0,1.0,3,3,1,2,3,2,270000.0,209077.7110698635,,0.0,69.41491,166.59578,6598.304,0.0,0.0,0.0,,0.0
4683,69,1,0.0,1.0,2.0,3.0,0.0,3,3,1,2,3,2,70000.0,0.0,0.0,0.0,3118.8118,0.0,11762.911,24572.879,41648.945,0.0,1.0,0.0
4684,69,1,0.0,1.0,3.0,1.0,1.0,3,3,1,2,3,2,,,,,,,,,,,,
4685,69,1,0.0,1.0,2.0,3.0,0.0,3,3,1,2,3,2,109800.0,666.3831428521546,,25.0,985.6917,329.02667,6915.322,0.0,0.0,0.0,1.0,0.0
4686,69,1,1.0,1.0,3.0,3.0,1.0,3,3,1,2,3,2,40000.0,0.0,0.0,60.0,145.77132,166.59578,8896.492,55459.74,59724.59,0.0,1.0,147437.27
4687,69,1,1.0,1.0,3.0,3.0,0.0,3,3,1,2,3,2,53300.0,42315.32957111181,0.0,76.0,242.9522,83.29789,12453.729,5830.8525,7496.8105,0.0,,24156.389
4688,69,1,0.0,1.0,1.0,2.0,1.0,3,3,1,2,3,2,20000.0,0.0,1.0,48.0,451.1969,166.59578,5263.0386,363.1788,529.7746,0.0,,4956.2246
4689,69,1,0.0,1.0,2.0,2.0,1.0,3,3,1,2,3,2,125500.0,39982.98857112927,1.0,92.0,1377.8859,957.9258,10382.943,-4689.6714,12802.886,0.0,0.5,3790.0542
4690,69,1,0.0,1.0,3.0,3.0,0.0,3,3,1,2,3,2,37500.0,8746.278749934529,,32.0,1186.995,832.97894,7887.755,0.0,0.0,0.0,0.5,22490.432
4691,69,1,0.0,1.0,2.0,3.0,1.0,3,3,1,2,3,2,6000.0,0.0,0.6666667,136.0,208.24474,249.89368,6320.366,8960.3545,15035.27,0.0,1.0,43897.99
4692,69,1,0.0,1.0,2.0,0.0,1.0,3,3,1,2,3,2,215000.0,0.0,0.5,142.0,138.82982,416.48947,20608.176,3276.9392,10567.171,0.0,,42065.438
4693,69,1,0.0,1.0,1.0,2.0,1.0,3,3,1,2,3,2,215000.0,83297.89285651932,0.6666667,0.0,1943.6176,749.681,8595.649,12094.8545,21632.463,0.0,1.0,46230.332
4694,69,1,0.0,1.0,3.0,2.0,1.0,3,3,1,2,3,2,,,,,,,,,,,,
4695,69,1,0.0,1.0,1.0,1.0,0.0,3,3,1,2,3,2,55500.0,0.0,,99.0,1697.1945,166.59578,5437.825,0.0,0.0,0.0,,0.0
4696,69,1,0.0,1.0,2.0,3.0,0.0,3,3,1,2,3,2,,,,,,,,,,,,
4697,69,1,0.0,1.0,1.0,0.0,0.0,3,3,1,2,3,2,221000.0,0.0,,58.0,277.65964,0.0,8088.2256,0.0,0.0,0.0,1.0,0.0
4698,69,1,0.0,1.0,2.0,2.0,0.0,3,3,1,2,3,2,600000.0,83297.89285651932,,48.0,3088.9636,566.42566,14746.225,0.0,0.0,0.0,1.0,0.0
4699,69,1,0.0,1.0,1.0,0.0,0.0,3,3,1,2,3,2,,,,,,,,,,,,
4700,69,1,0.0,1.0,1.0,1.0,0.0,3,3,1,2,3,2,23000.0,10828.726071347512,,96.0,69.41491,333.19156,4289.98,0.0,0.0,0.0,1.0,0.0
4701,69,1,0.0,1.0,1.0,1.0,0.0,3,3,1,2,3,2,19000.0,4164.894642825966,,32.0,144.38301,124.94684,4558.061,0.0,0.0,0.0,,0.0
4702,69,1,0.0,1.0,2.0,2.0,0.0,3,3,1,2,3,2,105000.0,0.0,,56.0,62.47342,0.0,9879.27,0.0,0.0,0.0,1.0,0.0
4703,69,1,1.0,1.0,2.0,3.0,0.0,3,3,1,2,3,2,16000.0,8329.789285651932,,15.0,142.99472,0.0,2394.6753,0.0,0.0,0.0,1.0,0.0
4704,69,1,0.0,1.0,1.0,0.0,0.0,3,3,1,2,3,2,1015000.0,83297.89285651932,,48.0,41.648945,0.0,7507.2227,0.0,0.0,0.0,,0.0
4705,69,1,1.0,1.0,3.0,1.0,0.0,3,3,1,2,3,2,282000.0,174925.57499869057,,180.0,6601.358,2665.5325,15362.63,0.0,0.0,0.0,,0.0
4706,69,1,0.0,1.0,3.0,2.0,0.0,3,3,1,2,3,2,33000.0,0.0,,0.0,0.0,208.24474,5104.3394,0.0,0.0,0.0,,0.0
4707,69,1,0.0,1.0,3.0,3.0,0.0,3,3,1,2,3,2,160000.0,0.0,,104.0,902.3938,583.08527,9317.425,0.0,0.0,0.0,1.0,0.0
4708,65,1,1.0,1.0,1.0,2.0,0.0,2,1,3,0,0,1,9000.0,832.9789285651932,1.0,56.0,180.47876,1715.9366,6009.665,595.57996,649.7236,0.0,1.0,0.0
4709,69,1,0.0,1.0,2.0,2.0,0.0,3,3,1,2,3,2,1000.0,0.0,,48.0,27.765963,699.7023,4907.6284,0.0,0.0,0.0,,0.0
4710,69,1,0.0,1.0,1.0,0.0,0.0,3,3,1,2,3,2,,,,,,,,,,,,
4711,62,0,0.0,1.0,3.0,2.0,0.0,0,2,2,1,2,2,,,,,,,,,,,,
4712,69,1,0.0,1.0,1.0,2.0,0.0,3,3,1,2,3,2,2000.0,1665.9578571303864,,48.0,124.94684,0.0,3392.1677,0.0,0.0,0.0,,0.0
4713,69,1,0.0,1.0,2.0,3.0,0.0,3,3,1,2,3,2,61000.0,33319.15714260773,,70.0,104.12237,0.0,5033.136,0.0,0.0,0.0,1.0,0.0
4714,69,1,1.0,1.0,2.0,0.0,0.0,3,3,1,2,3,2,102500.0,0.0,,40.0,878.09863,1166.1705,6707.9795,0.0,0.0,0.0,0.0,0.0
4715,65,1,1.0,1.0,3.0,2.0,0.0,2,1,3,0,0,1,65000.0,45813.841071085626,,88.0,192.97345,1099.5322,8310.77,0.0,0.0,0.0,0.0,0.0
4716,69,1,0.0,1.0,3.0,0.0,0.0,3,3,1,2,3,2,310000.0,0.0,,108.0,1055.1066,249.89368,17265.018,0.0,0.0,0.0,,0.0
4717,69,1,0.0,1.0,3.0,3.0,0.0,3,3,1,2,3,2,230000.0,124946.83928477898,0.0,72.0,416.48947,83.29789,16269.466,19824.898,65722.04,2.0,1.0,0.0
4718,69,1,1.0,1.0,2.0,1.0,0.0,3,3,1,2,3,2,0.0,0.0,0.0,48.0,69.41491,458.1384,6125.7275,2848.7878,2848.7878,0.0,1.0,40399.477
4719,69,1,0.0,1.0,3.0,3.0,1.0,3,3,1,2,3,2,35400.0,2498.9367856955796,0.0,168.0,1339.7078,166.59578,12892.849,463.96927,487.29266,0.0,1.0,42898.414
4720,69,1,1.0,0.0,3.0,3.0,0.0,3,3,1,2,3,2,,,,,,,,,,,,
4721,69,1,0.0,1.0,3.0,1.0,1.0,3,3,1,2,3,2,,,,,,,,,,,,
4722,69,1,1.0,1.0,3.0,1.0,0.0,3,3,1,2,3,2,20000.0,0.0,1.0,72.0,41.648945,0.0,5585.124,1307.777,12494.684,0.0,0.0,0.0
4723,69,1,0.0,1.0,3.0,3.0,1.0,3,3,1,2,3,2,27000.0,14160.641785608284,1.0,72.0,17.353727,249.89368,12337.668,424.81924,453.9735,0.0,0.5,3706.7563
4724,69,1,1.0,1.0,2.0,1.0,1.0,3,3,1,2,3,2,11000.0,4997.873571391159,0.0,8.0,583.08527,0.0,11998.507,416.48947,9579.258,0.0,,0.0
4725,69,1,1.0,1.0,3.0,1.0,1.0,3,3,1,2,3,2,730000.0,583085.2499956352,0.0,0.0,590.02673,666.3831,8614.876,2015.809,7696.725,0.0,1.0,151602.17
4726,69,1,1.0,1.0,2.0,3.0,0.0,3,3,1,2,3,2,77100.0,54143.63035673756,,32.0,173.53728,124.94684,6248.938,0.0,0.0,0.0,,0.0
4727,69,1,0.0,1.0,2.0,3.0,1.0,3,3,1,2,3,2,342600.0,112452.15535630108,0.0,56.0,739.2688,3373.5647,12331.143,24739.475,24989.367,1.0,1.0,101623.43
4728,69,1,1.0,1.0,2.0,0.0,1.0,3,3,1,2,3,2,44000.0,0.0,0.0,231.0,1808.2584,41.648945,9218.161,5797.533,8296.47,0.0,,1249.4684
4729,69,1,0.0,1.0,3.0,2.0,1.0,3,3,1,2,3,2,8000.0,2498.9367856955796,1.0,40.0,0.0,166.59578,1874.4802,136.60855,802.9917,0.0,,499.78735
4730,69,1,1.0,1.0,3.0,2.0,0.0,3,3,1,2,3,2,336300.0,233234.0999982541,0.33333334,96.0,5213.06,832.97894,20013.707,-26205.518,0.0,4.0,,4997.8735
4731,69,1,0.0,1.0,2.0,3.0,0.0,3,3,1,2,3,2,30000.0,0.0,,48.0,274.1889,0.0,7640.36,0.0,0.0,0.0,1.0,0.0
4732,65,1,1.0,1.0,3.0,2.0,0.0,2,1,3,0,0,1,33000.0,5830.852499956352,0.0,54.0,3255.5593,1241.1385,14936.7,-1099.5322,1043.7227,0.0,1.0,4164.8945
4733,69,1,0.0,1.0,3.0,1.0,0.0,3,3,1,2,3,2,201000.0,59141.50392812872,,48.0,69.41491,0.0,6098.5166,0.0,0.0,0.0,,0.0
4734,69,1,0.0,0.0,2.0,1.0,0.0,3,3,1,2,3,2,4000.0,0.0,,96.0,93.71014,0.0,4999.956,0.0,0.0,0.0,0.0,0.0
4735,69,1,0.0,1.0,3.0,1.0,0.0,3,3,1,2,3,2,237000.0,41648.94642825966,0.0,212.0,381.782,537.2714,7603.155,982.91516,10978.662,0.0,0.0,1249.4684
4736,69,1,0.0,1.0,2.0,2.0,0.0,3,3,1,2,3,2,459100.0,87462.78749934529,,80.0,131.88832,366.51074,5632.326,0.0,0.0,0.0,,1665.9579
4737,69,1,0.0,1.0,2.0,2.0,0.0,3,3,1,2,3,2,409000.0,0.0,,48.0,55.531925,333.19156,10694.616,0.0,0.0,0.0,1.0,0.0
4738,69,1,1.0,1.0,3.0,3.0,0.0,3,3,1,2,3,2,276500.0,133276.6285704309,0.0,33.0,737.18634,0.0,5501.826,166.59578,1499.362,0.0,0.5,1665.9579
4739,69,1,1.0,0.0,3.0,3.0,0.0,3,3,1,2,3,2,85000.0,0.0,,72.0,0.0,166.59578,4205.711,0.0,0.0,0.0,0.5,0.0
4740,69,1,0.0,1.0,2.0,0.0,0.0,3,3,1,2,3,2,0.0,0.0,,48.0,4813.9243,19.991495,12856.335,0.0,0.0,0.0,0.0,0.0
4741,69,1,0.0,1.0,2.0,1.0,0.0,3,3,1,2,3,2,0.0,0.0,,144.0,347.07455,0.0,12164.547,0.0,0.0,0.0,,0.0
4742,69,1,0.0,1.0,1.0,2.0,0.0,3,3,1,2,3,2,300000.0,0.0,,48.0,173.53728,83.29789,5992.7285,0.0,0.0,0.0,,0.0
4743,69,1,0.0,1.0,2.0,1.0,0.0,3,3,1,2,3,2,200000.0,0.0,,40.0,485.9044,41.648945,21062.428,0.0,0.0,0.0,,0.0
4744,69,1,0.0,1.0,3.0,1.0,0.0,3,3,1,2,3,2,55000.0,0.0,0.0,62.0,1652.0748,0.0,7743.65,,15026.939,0.0,1.0,4581.3843
4745,69,1,0.0,1.0,1.0,2.0,0.0,3,3,1,2,3,2,6000.0,4997.873571391159,,60.0,347.07455,249.89368,7890.9487,0.0,0.0,0.0,1.0,0.0
4746,69,1,1.0,1.0,3.0,2.0,0.0,3,3,1,2,3,2,50000.0,8329.789285651932,1.0,48.0,152.7128,416.48947,8629.87,0.0,0.0,0.0,,0.0
4747,69,1,1.0,1.0,2.0,1.0,0.0,3,3,1,2,3,2,31000.0,16659.578571303864,,24.0,13.882981,0.0,4015.2363,0.0,0.0,0.0,,1665.9579
4748,69,1,1.0,1.0,3.0,0.0,0.0,3,3,1,2,3,2,43500.0,19575.00482128204,,168.0,104.12237,291.54263,8087.045,0.0,0.0,0.0,0.0,0.0
4749,69,1,1.0,1.0,2.0,1.0,0.0,3,3,1,2,3,2,75500.0,2082.447321412983,,0.0,1048.1652,0.0,6406.8574,0.0,0.0,0.0,0.0,0.0
4750,69,1,1.0,1.0,1.0,0.0,0.0,3,3,1,2,3,2,12313.0,0.0,,140.0,41.648945,283.21283,2332.48,0.0,0.0,0.0,,0.0
4751,69,1,0.0,1.0,2.0,1.0,0.0,3,3,1,2,3,2,364000.0,202413.87964134195,,72.0,439.3964,249.89368,14753.861,0.0,0.0,0.0,1.0,0.0
4752,69,1,0.0,1.0,1.0,2.0,0.0,3,3,1,2,3,2,10000.0,8329.789285651932,,0.0,69.41491,0.0,6700.3438,0.0,0.0,0.0,1.0,0.0
4753,69,1,0.0,1.0,2.0,2.0,0.0,3,3,1,2,3,2,20000.0,0.0,,108.0,381.782,41.648945,5542.9194,0.0,0.0,0.0,1.0,2915.4263
4754,69,1,1.0,1.0,3.0,0.0,0.0,3,3,1,2,3,2,625000.0,333191.5714260773,,54.0,2297.6335,0.0,21814.885,0.0,0.0,0.0,,0.0
4755,69,1,0.0,1.0,3.0,1.0,0.0,3,3,1,2,3,2,100000.0,0.0,,96.0,381.782,166.59578,7406.8486,0.0,0.0,0.0,,0.0
4756,69,1,0.0,1.0,2.0,0.0,0.0,3,3,1,2,3,2,320000.0,33319.15714260773,,54.0,319.3086,166.59578,8325.485,0.0,0.0,0.0,1.0,0.0
4757,69,1,0.0,1.0,3.0,3.0,0.0,3,3,1,2,3,2,25400.0,12078.194464195301,,4.0,1263.3514,0.0,6124.339,0.0,0.0,0.0,1.0,0.0
4758,69,1,0.0,1.0,1.0,2.0,0.0,3,3,1,2,3,2,101100.0,14993.620714173478,,112.0,2469.6438,49.978737,5894.367,0.0,0.0,0.0,,0.0
4759,69,1,0.0,1.0,3.0,3.0,0.0,3,3,1,2,3,2,11000.0,0.0,,104.0,697.6199,166.59578,25588.28,0.0,0.0,0.0,1.0,0.0
4760,69,1,0.0,1.0,3.0,2.0,0.0,3,3,1,2,3,2,,,,,,,,,,,,
4761,69,1,0.0,1.0,2.0,1.0,0.0,3,3,1,2,3,2,36000.0,0.0,,140.0,208.24474,249.89368,8865.395,0.0,0.0,0.0,,0.0
4762,69,1,1.0,1.0,2.0,2.0,0.0,3,3,1,2,3,2,46500.0,26238.836249803586,,70.0,76.3564,416.48947,4318.163,0.0,0.0,0.0,1.0,0.0
4763,69,1,1.0,1.0,3.0,3.0,0.0,3,3,1,2,3,2,127100.0,41648.94642825966,,204.0,694.1491,166.59578,9470.97,0.0,0.0,0.0,0.5,0.0
4764,69,1,0.0,1.0,3.0,2.0,0.0,3,3,1,2,3,2,13700.0,0.0,,96.0,222.1277,0.0,3988.1646,0.0,0.0,0.0,0.0,0.0
4765,69,1,0.0,1.0,2.0,3.0,0.0,3,3,1,2,3,2,10500.0,8329.789285651932,,62.0,288.07187,0.0,2821.1604,0.0,0.0,0.0,0.0,0.0
4766,69,1,1.0,0.0,3.0,3.0,0.0,3,3,1,2,3,2,4500.0,832.9789285651932,,64.0,624.7342,99.95747,5722.565,0.0,0.0,0.0,1.0,0.0
4767,69,1,0.0,1.0,3.0,3.0,0.0,3,3,1,2,3,2,123500.0,0.0,,182.0,59.002674,558.0959,7395.1865,0.0,0.0,0.0,0.5,0.0
4768,69,1,0.0,1.0,3.0,2.0,0.0,3,3,1,2,3,2,230000.0,24989.367856955796,,100.0,1735.3727,0.0,16242.3955,0.0,0.0,0.0,1.0,0.0
4769,69,1,0.0,1.0,2.0,2.0,0.0,3,3,1,2,3,2,0.0,0.0,,48.0,69.41491,0.0,5081.7266,0.0,0.0,0.0,1.0,0.0
4770,69,1,0.0,1.0,1.0,2.0,0.0,3,3,1,2,3,2,75500.0,6247.341964238949,,88.0,496.31662,416.48947,7170.1436,0.0,0.0,0.0,,0.0
4771,69,1,1.0,0.0,3.0,3.0,0.0,3,3,1,2,3,2,40000.0,0.0,0.5,12.0,104.12237,0.0,9486.52,3648.4478,6230.6826,0.0,1.0,9954.099
4772,69,1,0.0,1.0,2.0,1.0,0.0,3,3,1,2,3,2,64000.0,4164.894642825966,1.0,130.0,347.07455,0.0,9081.136,8631.328,16961.117,0.0,1.0,14493.833
4773,48,0,1.0,1.0,1.0,2.0,1.0,3,0,3,3,0,1,10000.0,0.0,0.0,12.0,26.377665,166.59578,4874.315,7936.623,17742.451,0.0,1.0,2498.9368
4774,48,0,1.0,1.0,2.0,1.0,0.0,3,0,3,3,0,1,17000.0,5830.852499956352,0.0,53.0,401.21817,308.2022,4504.195,9995.747,25822.348,0.0,1.0,1665.9579
4775,48,0,0.0,1.0,2.0,1.0,1.0,3,0,3,3,0,1,0.0,0.0,1.0,107.0,1207.8195,83.29789,7084.763,652.2225,1526.8503,0.0,,15535.057
4776,48,0,1.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,397500.0,291542.6249978176,1.0,282.0,600.43896,1399.4045,14365.138,298.20645,548.10016,0.0,0.0,0.0
4777,48,0,1.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,15000.0,12494.683928477898,,87.0,69.41491,0.0,4432.281,0.0,0.0,0.0,1.0,0.0
4778,41,1,1.0,1.0,2.0,1.0,0.0,2,2,3,0,0,0,101000.0,84130.87178508451,1.0,80.0,208.24474,416.48947,7227.7583,141.60641,166.59578,0.0,,0.0
4779,48,0,1.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,450000.0,0.0,,56.0,0.0,124.94684,32465.63,0.0,0.0,0.0,0.33333334,0.0
4780,41,1,0.0,1.0,3.0,2.0,0.0,2,2,3,0,0,0,54700.0,4164.894642825966,1.0,108.0,62.47342,333.19156,11253.685,0.0,0.0,0.0,0.0,3331.9158
4781,48,0,0.0,1.0,1.0,1.0,0.0,3,0,3,3,0,1,42000.0,22490.431071260216,,116.0,298.4841,644.7257,7631.059,0.0,0.0,0.0,,0.0
4782,48,0,0.0,1.0,2.0,3.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4783,48,0,0.0,1.0,3.0,1.0,0.0,3,0,3,3,0,1,126000.0,24989.367856955796,,117.0,1318.8833,333.19156,13122.473,0.0,0.0,0.0,,0.0
4784,48,0,0.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,35000.0,0.0,,118.0,2047.7399,2332.341,14532.012,0.0,0.0,0.0,1.0,0.0
4785,48,0,0.0,1.0,2.0,1.0,0.0,3,0,3,3,0,1,21000.0,0.0,,48.0,38.1782,41.648945,3955.2617,0.0,0.0,0.0,,0.0
4786,48,0,0.0,1.0,3.0,2.0,1.0,3,0,3,3,0,1,69512.0,35484.90235687723,0.0,0.0,0.0,416.48947,3845.8638,0.0,0.0,0.0,,0.0
4787,48,0,0.0,1.0,2.0,3.0,1.0,3,0,3,3,0,1,36000.0,0.0,1.0,58.0,645.55865,166.59578,19198.498,1836.7185,1886.6973,0.0,1.0,2498.9368
4788,48,0,0.0,1.0,2.0,1.0,1.0,3,0,3,3,0,1,263000.0,83297.89285651932,1.0,105.0,673.32465,624.7342,6957.873,4115.749,26617.008,0.0,0.0,1624.309
4789,48,0,0.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,20000.0,0.0,,90.0,277.65964,0.0,5979.8174,0.0,0.0,0.0,0.5,0.0
4790,48,0,1.0,1.0,2.0,3.0,1.0,3,0,3,3,0,1,5000.0,0.0,1.0,77.0,138.82982,937.1013,3566.538,1166.1705,1249.4684,0.0,1.0,0.0
4791,48,0,0.0,1.0,1.0,0.0,1.0,3,0,3,3,0,1,,,,,,,,,,,,
4792,48,0,1.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,9000.0,7496.810357086739,,160.0,69.41491,83.29789,5252.765,0.0,0.0,0.0,,0.0
4793,48,0,0.0,1.0,2.0,3.0,0.0,3,0,3,3,0,1,15250.0,2082.447321412983,,82.0,676.79535,191.58516,6236.8604,0.0,0.0,0.0,1.0,5872.5015
4794,48,0,0.0,1.0,2.0,3.0,1.0,3,0,3,3,0,1,114000.0,94959.59785643202,0.0,160.0,513.67035,49.978737,5679.8057,-3144.4954,10303.949,0.0,1.0,2748.8306
4795,48,0,0.0,1.0,1.0,2.0,0.0,3,0,3,3,0,1,30000.0,19158.515356999444,,0.0,41.648945,0.0,3097.8486,0.0,0.0,0.0,,0.0
4796,48,0,1.0,0.0,2.0,2.0,1.0,3,0,3,3,0,1,1000.0,0.0,1.0,86.0,0.0,283.21283,3419.3787,-163.26387,3168.6519,0.0,,0.0
4797,48,0,0.0,1.0,1.0,1.0,0.0,3,0,3,3,0,1,94000.0,0.0,,72.0,617.7927,333.19156,8040.7456,0.0,0.0,0.0,,0.0
4798,48,0,0.0,1.0,2.0,2.0,0.0,3,0,3,3,0,1,49000.0,4164.894642825966,,38.0,738.57465,266.55325,10055.444,0.0,0.0,0.0,0.5,0.0
4799,48,0,1.0,0.0,1.0,1.0,0.0,3,0,3,3,0,1,60000.0,0.0,,72.0,0.0,83.29789,4987.878,0.0,0.0,0.0,,0.0
4800,48,0,1.0,0.0,1.0,0.0,0.0,3,0,3,3,0,1,,,,,,,,,,,,
4801,48,0,0.0,1.0,3.0,3.0,0.0,3,0,3,3,0,1,20000.0,16659.578571303864,,72.0,20.824472,83.29789,3340.8008,0.0,0.0,0.0,,0.0
4802,41,1,1.0,1.0,3.0,3.0,0.0,2,2,3,0,0,0,10000.0,8329.789285651932,0.0,76.0,0.0,166.59578,3318.727,1999.1494,7496.8105,0.0,,0.0
4803,48,0,1.0,1.0,2.0,2.0,1.0,3,0,3,3,0,1,47000.0,24989.367856955796,0.0,24.0,27.765963,499.78735,4291.646,6476.411,16680.402,0.0,1.0,0.0
4804,48,0,1.0,0.0,3.0,1.0,1.0,3,0,3,3,0,1,20000.0,0.0,0.0,45.0,801.0481,416.48947,5152.53,-2311.5166,18679.553,0.0,,0.0
4805,48,0,1.0,1.0,2.0,3.0,1.0,3,0,3,3,0,1,13000.0,0.0,0.0,48.0,270.71817,2498.9368,4621.645,18408.834,19575.004,0.0,,2498.9368
4806,48,0,0.0,0.0,2.0,2.0,0.0,3,0,3,3,0,1,36200.0,5164.469357104198,,63.0,104.12237,0.0,2807.6943,0.0,0.0,0.0,1.0,0.0
