,n_per_pol,sim_num,num_pools,MSE,IOU,min_dosage,best_pol_diff
0,10,0,4,1.2735893598080774,0.6666666666666666,True,0.43131190456866175
1,10,0,6,1.2735408238565098,0.6666666666666666,True,0.43131190456866175
2,10,0,6,1.246442588913687,0.6666666666666666,True,0.43131190456866175
3,10,0,6,1.1635413678301403,0.5,True,-0.031748198398876326
4,10,0,6,0.8828795674659167,1.0,True,-0.12446912749619088
5,10,0,8,0.8799031462772341,0.5,False,-0.21719005659350454
6,10,0,9,0.8819421038655573,1.0,True,-0.12446912749619088
7,10,0,9,0.8532683807491118,1.0,True,-0.12446912749619088
8,10,1,4,1.351151441762212,0.6666666666666666,True,0.6013587497860788
9,10,1,6,1.34979429417302,0.6666666666666666,True,0.6013587497860788
10,10,1,6,1.3353177509362741,0.6666666666666666,True,0.6013587497860788
11,10,1,6,1.2265754182582462,0.5,True,0.2581990761670827
12,10,1,6,0.9863912747718656,1.0,True,0.14873961290385296
13,10,1,8,0.9786093151228649,0.5,False,0.03928014964062321
14,10,1,9,0.9821603760563165,1.0,True,0.14873961290385296
15,10,1,9,0.9409163173222563,1.0,True,0.14873961290385296
16,10,2,4,1.3494341345774479,0.6666666666666666,True,0.6402157140372573
17,10,2,6,1.3486649952770238,0.6666666666666666,True,0.6402157140372573
18,10,2,6,1.347964946122276,0.6666666666666666,True,0.6402157140372573
19,10,2,6,1.2404920361460061,0.5,True,0.011856688628704148
20,10,2,4,1.345455885238384,0.6666666666666666,True,1.044320390133879
21,10,2,6,1.2775573344769096,0.5,False,0.454155252696987
22,10,2,6,0.8428729116867675,1.0,True,0.23300597066284556
23,10,2,8,0.8311057469047771,0.5,True,0.011856688628704148
24,10,2,6,1.342238224030547,0.6666666666666666,True,1.044320390133879
25,10,2,9,0.8396317322817668,1.0,True,0.23300597066284556
26,10,2,6,1.341554299316998,0.6666666666666666,True,1.044320390133879
27,10,2,9,0.8378140687624928,1.0,True,0.23300597066284556
28,10,3,4,1.4893027849832314,0.6666666666666666,True,0.4651279277150513
29,10,3,6,1.3881062927176901,0.5,True,-0.23675476340045076
30,10,3,4,1.556188982568853,0.6666666666666666,True,0.8330772552708217
31,10,3,6,1.0078108480949495,1.0,True,-0.09602368689819496
32,10,3,8,0.9993728628301934,0.5,True,-0.23675476340045076
33,10,3,9,1.0019523653735176,1.0,True,-0.09602368689819496
34,10,3,9,1.0046708816235845,1.0,True,-0.09602368689819496
35,10,4,4,1.4336040311426328,0.6666666666666666,True,0.5096153501327434
36,10,4,6,1.277646401850431,0.5,True,-0.2663601758201013
37,10,4,6,0.9667577415216261,1.0,True,-0.1637548123900361
38,10,4,8,0.9629711739634483,0.5,True,-0.2663601758201013
39,10,4,9,0.9521479727336878,1.0,True,-0.1637548123900361
40,10,4,9,0.9425669749427007,1.0,True,-0.1637548123900361
41,10,5,4,1.3062706226925613,0.6666666666666666,True,0.34867359794609953
42,10,5,6,1.2972796379297609,0.6666666666666666,True,0.34867359794609953
43,10,5,6,1.3034105064704842,0.6666666666666666,True,0.34867359794609953
44,10,5,6,1.2012902610822005,0.5,True,0.03705150224679521
45,10,5,4,1.5839114222338655,0.6666666666666666,True,0.828310072688101
46,10,5,6,1.378971224756504,0.5,False,-0.20212864583821766
47,10,5,6,0.8897767473974675,1.0,True,-0.08253857179571078
48,10,5,8,0.8876807479191633,0.5,False,-0.20212864583821766
49,10,5,9,0.8617751635434967,1.0,True,-0.08253857179571078
50,10,5,9,0.8761999550717231,1.0,True,-0.08253857179571078
51,10,6,4,1.437311300601745,0.6666666666666666,True,0.5909093593970471
