,n_per_pol,sim_num,MSE,L1_loss,IOU,min_dosage,best_pol_diff,"(0, 0)","(0, 1)","(1, 0)","(1, 1)"
30,10,30,1.3707116394169812,2.0208372567317126,1.0,True,0.6718782237642773,0,0,0,1
31,10,31,1.303166655427506,1.8660211716407091,1.0,True,0.7581533121912964,0,0,0,1
32,10,32,1.4070746435191073,2.0063579578266406,1.0,True,0.4310009408622868,0,0,0,1
33,10,33,1.3883572647895255,1.9760280196296334,0.75,False,0.6862128123272502,0,0,0,1
34,10,34,1.2546041256295692,1.8760070682190082,1.0,True,0.3092193907976446,0,0,0,1
35,10,35,1.3972171946842902,1.98033174966917,1.0,True,0.7381148069179133,0,0,0,1
36,10,36,1.3044900750323922,1.884996294003045,0.25,True,0.9595338158974029,0,0,0,1
37,10,37,1.3870236288610405,1.997074441168212,1.0,True,0.5240817361632,0,0,0,1
38,10,38,1.3562431199329517,1.9481664629069135,1.0,True,0.6387346225641672,0,0,0,1
39,10,39,1.417104241843606,2.0766921583405287,1.0,True,0.43876995882538594,0,0,0,1
40,10,40,1.2711854997490377,1.870823884131434,1.0,True,0.777467038485145,0,0,0,1
41,10,41,1.2288559948625393,1.8409249651708066,1.0,True,0.5328125018120633,0,0,0,1
42,10,42,1.3483428056027447,1.9280612952125336,1.0,True,0.7027378493685315,0,0,0,1
43,10,43,1.1369691496206198,1.7070891957386518,1.0,True,0.6012938566249231,0,0,0,1
44,10,44,1.2942484506582879,1.9152395766655228,1.0,True,0.671634390200178,0,0,0,1
45,10,45,1.3087687976324294,1.9017156734333895,1.0,True,0.727707695321492,0,0,0,1
46,10,46,1.244551733104852,1.8704557001208386,1.0,True,0.4615519982568541,0,0,0,1
47,10,47,1.3466145414095652,1.9447498245490729,1.0,True,0.4596406972740068,0,0,0,1
48,10,48,1.380872934137955,2.014272404361825,0.75,False,0.41275201440203,0,0,0,1
49,10,49,1.4238073960627058,2.0899628605043183,1.0,True,0.4924530768567079,0,0,0,1
50,10,50,1.3609039583068792,2.0392019854476855,0.5,False,0.35051309898529937,0,0,0,1
51,10,51,1.2997228743649172,1.8841849238027168,1.0,True,0.45261437289285844,0,0,0,1
52,10,52,1.2646106429712978,1.9562819026306073,1.0,True,0.5754308168263802,0,0,0,1
53,10,53,1.283529277535705,1.8957434509461302,1.0,True,0.44156756585166645,0,0,0,1
54,10,54,1.3125310398879073,2.000894005690957,1.0,True,0.631097449471492,0,0,0,1
55,10,55,1.424495189471865,2.0285408755273906,0.5,False,0.5116262866229202,0,0,0,1
56,10,56,1.2447632292864754,1.834697882321127,0.5,True,0.8354690296961218,0,0,0,1
57,10,57,1.3218622769370887,1.9391447803831778,0.75,False,0.5194436814974699,0,0,0,1
58,10,58,1.3941858518800176,1.939566166948797,1.0,True,0.8162855253205521,0,0,0,1
59,10,59,1.403693550688768,2.0152732673486797,1.0,True,0.5207903672569705,0,0,0,1
60,10,60,1.4218888041853253,2.0280094775841664,1.0,True,0.5885451473013092,0,0,0,1
61,10,61,1.5099477088947901,2.0758332143381972,1.0,True,0.7665454514270276,0,0,0,1
62,10,62,1.2373375067760433,1.8160011680918964,1.0,True,0.5750249305543607,0,0,0,1
63,10,63,1.3867852029522814,1.9594398072615182,1.0,True,0.5005187068985046,0,0,0,1
64,10,64,1.4276177446903433,1.9976472903958904,1.0,True,0.9338829039535725,0,0,0,1
65,10,65,1.2916130886271935,1.9275569618598287,1.0,True,0.6281873321088343,0,0,0,1
66,10,66,1.2882619554674304,1.882820144956022,0.75,False,0.8471315546284002,0,0,0,1
67,10,67,1.4215162601310267,1.981410191459451,0.75,False,0.6509615710774623,0,0,0,1
68,10,68,1.328390269514967,1.9305313299990088,1.0,True,0.609916246313746,0,0,0,1
69,10,69,1.1603129566949735,1.704893695832154,1.0,True,0.6797554520781603,0,0,0,1
70,10,70,1.222535009233491,1.8224808113493562,1.0,True,0.6766634186348339,0,0,0,1
71,10,71,1.446336213356093,2.0597730345401084,1.0,True,0.9460758115766983,0,0,0,1
72,10,72,1.376521905849529,1.9691396047132665,0.5,True,0.8922237448818819,0,0,0,1
73,10,73,1.381950497937964,2.0285185638533676,1.0,True,0.3365464953834554,0,0,0,1
74,10,74,1.276961859405265,1.8736052190740862,1.0,True,0.4158791070904817,0,0,0,1
75,10,75,1.3447162466965905,1.926090013133141,0.75,False,0.7317833683083959,0,0,0,1
76,10,76,1.3420102455074485,1.9022277043198703,1.0,True,0.5151796805975426,0,0,0,1
77,10,77,1.245953364794281,1.7295327500235271,1.0,True,0.7262978463039413,0,0,0,1
78,10,78,1.3136646348731116,1.9116251090462655,1.0,True,0.5445079592036439,0,0,0,1
79,10,79,1.451172238641148,2.1244042166744284,1.0,True,0.3094731091792968,0,0,0,1
80,10,80,1.1766229480081283,1.7944116755116524,1.0,True,0.49380811198716934,0,0,0,1
81,10,81,1.2663859758089295,1.842496801605535,1.0,True,0.5441749947019581,0,0,0,1
82,10,82,1.2362206046922974,1.8802615565719139,1.0,True,0.5913959867044993,0,0,0,1
83,10,83,1.4033754934495049,2.0316866403680818,1.0,True,0.4714698763766094,0,0,0,1
84,10,84,1.2968929400861329,1.8783782215078957,1.0,True,0.7420392754757414,0,0,0,1
85,10,85,1.2549831990676679,1.9369924754309076,1.0,True,0.39794917031706234,0,0,0,1
86,10,86,1.247047587289523,1.8290796186435303,1.0,True,0.5706917889142566,0,0,0,1
87,10,87,1.4321652628075854,2.005349125643265,0.75,False,0.5315613918569233,0,0,0,1
88,10,88,1.4186638399769587,1.9976300084655914,1.0,True,0.5965549060898456,0,0,0,1
89,10,89,1.2489992649997785,1.870678302825815,1.0,True,0.7136766862233848,0,0,0,1
90,10,90,1.4591336986943868,2.034793566810887,1.0,True,0.6486764857793021,0,0,0,1
91,10,91,1.3719052514507688,1.944188374269153,0.5,False,0.8282546768608632,0,0,0,1
92,10,92,1.4857723815481405,2.1231735080855163,1.0,True,0.7165667866257355,0,0,0,1
93,10,93,1.2439729289063783,1.7943043339300053,0.25,False,0.7568205725865051,0,0,0,1
94,10,94,1.2339963176476827,1.8720676141520776,1.0,True,0.7857723557738701,0,0,0,1
95,10,95,1.3735867344142425,1.9523656435046086,1.0,True,0.6228475338309605,0,0,0,1
96,10,96,1.4376162568450572,2.083734178244235,0.75,False,0.6156671237875986,0,0,0,1
97,10,97,1.4221941353290386,1.9993671065886536,1.0,True,0.5892493143659774,0,0,0,1
98,10,98,1.1986426135096209,1.8205878946855658,1.0,True,0.543995445090828,0,0,0,1
99,10,99,1.4681313386639672,2.027458417668184,0.75,False,0.8601979220699882,0,0,0,1
100,100,0,1.365165619789877,1.954709306615109,1.0,True,0.6530528095248282,0,0,0,1
101,100,1,1.3640316152945884,1.955017754820783,1.0,True,0.7527964586105855,0,0,0,1
102,100,2,1.405521449215096,1.9960239882922646,1.0,True,0.6466187236543073,0,0,0,1
103,100,3,1.3751361593752987,1.9816643766525948,1.0,True,0.6338103530113699,0,0,0,1
104,100,4,1.3758668365623874,1.9913049599457948,1.0,True,0.5231128565798557,0,0,0,1
105,100,5,1.3533213731799576,1.9534832178094532,1.0,True,0.5692209419645673,0,0,0,1
106,100,6,1.398240401056838,2.0246293228018315,1.0,True,0.6781170668021979,0,0,0,1
107,100,7,1.3894982671277682,1.9831801763980388,1.0,True,0.6089452490815104,0,0,0,1
108,100,8,1.3791185981022092,1.9865459572215467,1.0,True,0.6147273507346185,0,0,0,1
109,100,9,1.3592742172558518,1.974079433964709,1.0,True,0.5600982515215511,0,0,0,1
110,100,10,1.37790551548815,1.9922142286312607,1.0,True,0.6548006887335784,0,0,0,1
111,100,11,1.401810860322028,1.9943516823857315,1.0,True,0.5940271793282514,0,0,0,1
112,100,12,1.3694348180294575,1.9667750171344607,1.0,True,0.6271367892284858,0,0,0,1
113,100,13,1.3804104249872504,1.9780046746554436,1.0,True,0.6795969896115581,0,0,0,1
114,100,14,1.363653881644403,1.9974296427517624,1.0,True,0.5415763940476608,0,0,0,1
115,100,15,1.3807292545776273,1.9892929959510406,1.0,True,0.6299553019501407,0,0,0,1
116,100,16,1.362553772962323,1.9558073166304517,1.0,True,0.6722107527062553,0,0,0,1
117,100,17,1.38654339168391,1.9811578323199028,1.0,True,0.6569229484900778,0,0,0,1
118,100,18,1.3661292825302156,1.9596369405863983,1.0,True,0.6545952323385178,0,0,0,1
119,100,19,1.3770888172204232,1.9816546438100386,1.0,True,0.5475337190217129,0,0,0,1
120,100,20,1.352524270614551,1.9670550106688176,1.0,True,0.548834471387889,0,0,0,1
121,100,21,1.4015955489475693,2.01474050769132,1.0,True,0.6235135986753568,0,0,0,1
122,100,22,1.361988780264981,1.9718364074011816,1.0,True,0.644725955172432,0,0,0,1
123,100,23,1.3290412534514924,1.9210429228001051,1.0,True,0.616291687250965,0,0,0,1
124,100,24,1.3620942803744376,1.9630966810568822,1.0,True,0.673853927157543,0,0,0,1
125,100,25,1.3962186909656056,1.9975393196115117,1.0,True,0.6292035911777831,0,0,0,1
126,100,26,1.3652554906686092,1.9655173565794,1.0,True,0.6762392819790088,0,0,0,1
127,100,27,1.4236471859476654,2.021231625030675,1.0,True,0.5944099844237489,0,0,0,1
128,100,28,1.3856425515952482,1.9741017285575637,1.0,True,0.6067596219328246,0,0,0,1
129,100,29,1.3751018557965469,1.9846328290530315,1.0,True,0.6566666831576979,0,0,0,1
130,100,30,1.3134988097872229,1.9167213064272217,1.0,True,0.5852637401473575,0,0,0,1
131,100,31,1.3356304164389057,1.9320827488384533,1.0,True,0.628891404501549,0,0,0,1
132,100,32,1.3666604595087426,1.9425936095436604,1.0,True,0.6682370138828664,0,0,0,1
133,100,33,1.3668189159694328,1.9585127106644502,1.0,True,0.644006132816612,0,0,0,1
134,100,34,1.3456927102073393,1.9614177126880739,1.0,True,0.6188415841810926,0,0,0,1
135,100,35,1.358440782837809,1.9709627945327988,1.0,True,0.5781575533027326,0,0,0,1
136,100,36,1.3354207763042458,1.9453521760680546,1.0,True,0.60511877445383,0,0,0,1
137,100,37,1.3490465682737085,1.9496094956811376,1.0,True,0.5373626881484643,0,0,0,1
138,100,38,1.378443592794101,1.9853563414915025,1.0,True,0.690743634335341,0,0,0,1
139,100,39,1.3648321912347925,1.963551264456201,1.0,True,0.5770618062499371,0,0,0,1
140,100,40,1.3922112950228607,2.0162750401169536,1.0,True,0.5496149330647269,0,0,0,1
141,100,41,1.4294235818422591,2.0226492406385943,1.0,True,0.6955806016261032,0,0,0,1
142,100,42,1.3966751331124987,1.9976591813014066,1.0,True,0.5977281390497149,0,0,0,1
143,100,43,1.3579007748199012,1.9399024520436974,1.0,True,0.6368109935874324,0,0,0,1
144,100,44,1.368882588212374,1.9730167058948158,1.0,True,0.6441928626921278,0,0,0,1
145,100,45,1.3890352014086358,1.9874100857856718,1.0,True,0.652074269451862,0,0,0,1
146,100,46,1.3634516396883731,1.9478435361514825,1.0,True,0.7101950404798458,0,0,0,1
147,100,47,1.3239651289305667,1.9295714811390074,1.0,True,0.6751126953960211,0,0,0,1
148,100,48,1.3308100631289583,1.931066936520286,1.0,True,0.6502014608634461,0,0,0,1
149,100,49,1.347002125794282,1.9354519296290773,1.0,True,0.5897707608367115,0,0,0,1
150,100,50,1.3381459258833766,1.932591109778342,1.0,True,0.692976069920848,0,0,0,1
151,100,51,1.3578629749382902,1.9610237432816429,1.0,True,0.5884331989995455,0,0,0,1
152,100,52,1.3355505144627302,1.9396973402023385,1.0,True,0.6782378339209068,0,0,0,1
153,100,53,1.3396772075588324,1.9350921591304093,1.0,True,0.5859623552352753,0,0,0,1
154,100,54,1.355787701633305,1.9685947496802005,1.0,True,0.6210534007241737,0,0,0,1
155,100,55,1.375611281849103,1.9869299610061262,1.0,True,0.6566320495657187,0,0,0,1
156,100,56,1.4006196885470745,2.0143708761119417,1.0,True,0.6250100443491484,0,0,0,1
157,100,57,1.4177528209464803,2.02007718902805,1.0,True,0.6019698259280464,0,0,0,1
158,100,58,1.3510303386650355,1.9427394254979973,1.0,True,0.7201198184715665,0,0,0,1
159,100,59,1.347608650034368,1.9636754460859829,1.0,True,0.552297181719887,0,0,0,1
160,100,60,1.3455296681835942,1.9441976549527529,1.0,True,0.7124275768709172,0,0,0,1
161,100,61,1.4016404775602087,1.987284001499201,1.0,True,0.6731511071200367,0,0,0,1
162,100,62,1.3271095685332555,1.9360022326550606,1.0,True,0.6084511831668244,0,0,0,1
163,100,63,1.4086817008628245,2.0133396611028846,1.0,True,0.6761404374208073,0,0,0,1
164,100,64,1.4008715666435456,2.0061179419746513,1.0,True,0.6871880691860661,0,0,0,1
165,100,65,1.4101894074948278,2.013059481884339,1.0,True,0.6226201794847577,0,0,0,1
166,100,66,1.3528098329617408,1.9764614031576389,1.0,True,0.6039457145907368,0,0,0,1
167,100,67,1.3993992319551134,2.019252676524852,1.0,True,0.6098770575975285,0,0,0,1
168,100,68,1.3892492107819103,1.9989629616794515,1.0,True,0.6176061798762174,0,0,0,1
169,100,69,1.3632252014511748,1.977635512213432,1.0,True,0.5998043173437289,0,0,0,1
170,100,70,1.4100973922941447,2.029061199595302,1.0,True,0.6311555477975004,0,0,0,1
171,100,71,1.353625250818042,1.9650083812072805,1.0,True,0.5763639855118514,0,0,0,1
172,100,72,1.3818595779826162,1.9895162656015712,1.0,True,0.560111873767327,0,0,0,1
173,100,73,1.3889517128599502,1.9883941772127516,1.0,True,0.6599497317007539,0,0,0,1
174,100,74,1.3740494950456055,1.9889856488569915,1.0,True,0.6272091784649101,0,0,0,1
175,100,75,1.3630211696877674,1.9560451812617594,1.0,True,0.6057856401487576,0,0,0,1
176,100,76,1.3631733951724558,1.9571290266933579,1.0,True,0.6323824119838664,0,0,0,1
177,100,77,1.3587800774589003,1.9834869340025987,1.0,True,0.6703936319299024,0,0,0,1
178,100,78,1.3297698170453514,1.9319058183910596,1.0,True,0.521716028525661,0,0,0,1
179,100,79,1.3981762959101875,1.9872850164524516,1.0,True,0.6053085470087969,0,0,0,1
180,100,80,1.408385837779167,1.9900744393785206,1.0,True,0.6733234016450829,0,0,0,1
181,100,81,1.3672754783100811,1.9555834730540291,1.0,True,0.7348831371074329,0,0,0,1
182,100,82,1.3841564504772585,1.99780921767803,1.0,True,0.6417941726730971,0,0,0,1
183,100,83,1.362519078598505,1.9824668782986878,1.0,True,0.648354335706887,0,0,0,1
184,100,84,1.3516920309080396,1.9598347250232333,1.0,True,0.6188124877048158,0,0,0,1
185,100,85,1.3934972799850467,1.9912402222420036,1.0,True,0.6638170907257677,0,0,0,1
186,100,86,1.3562031819387323,1.9521650878534105,1.0,True,0.7315876179554395,0,0,0,1
187,100,87,1.3783267544594862,1.9845964160881109,1.0,True,0.6014001085732539,0,0,0,1
188,100,88,1.3671304606744945,1.9777282512249186,1.0,True,0.6401886182429464,0,0,0,1
189,100,89,1.353568267253567,1.9485063729391316,1.0,True,0.5855508017068205,0,0,0,1
190,100,90,1.418508953513707,2.020620259508293,1.0,True,0.6496180198539605,0,0,0,1
191,100,91,1.366790817605492,1.976547211824096,1.0,True,0.49086139074750434,0,0,0,1
192,100,92,1.4043402590471032,2.000998248764974,1.0,True,0.6551069641047751,0,0,0,1
193,100,93,1.4196730408227312,2.0242146288676683,1.0,True,0.5270593393008696,0,0,0,1
194,100,94,1.3524826162750903,1.9338191537174578,1.0,True,0.737080529904127,0,0,0,1
195,100,95,1.375270329928964,1.9992761205792422,1.0,True,0.582428138825982,0,0,0,1
196,100,96,1.3766818388913533,1.9944607306173077,1.0,True,0.6128585285110071,0,0,0,1
197,100,97,1.3914269468701532,1.9938697623781363,1.0,True,0.6564827299277187,0,0,0,1
198,100,98,1.3865486997662047,1.9642605265155777,1.0,True,0.6441225202427598,0,0,0,1
199,100,99,1.41385891609045,2.0057520049553377,1.0,True,0.6993134898567304,0,0,0,1
200,1000,0,1.3737802320412156,1.9736038791759194,1.0,True,0.6266438273309456,0,0,0,1
201,1000,1,1.3628448031385862,1.9692454717567738,1.0,True,0.6044228909655107,0,0,0,1
202,1000,2,1.3641020501440775,1.9670151596012968,1.0,True,0.6186794132337465,0,0,0,1
203,1000,3,1.3847739310550073,1.9882906870574402,1.0,True,0.6052024185714542,0,0,0,1
204,1000,4,1.3862121530180924,1.9960244174624702,1.0,True,0.6123861193969651,0,0,0,1
205,1000,5,1.373239578517316,1.978388560097126,1.0,True,0.6220025363578312,0,0,0,1
206,1000,6,1.3763067619067308,1.9816290446891272,1.0,True,0.6188819879231393,0,0,0,1
207,1000,7,1.380582803194135,1.9821408763567925,1.0,True,0.5931917721535136,0,0,0,1
208,1000,8,1.3708858748226793,1.971870945767368,1.0,True,0.6183215593809703,0,0,0,1
209,1000,9,1.3671533151739261,1.962565833134807,1.0,True,0.648550936542037,0,0,0,1
210,1000,10,1.3586637583657042,1.9673454345730703,1.0,True,0.6189249087652362,0,0,0,1
211,1000,11,1.3786053281415105,1.9862053894680354,1.0,True,0.6194909299474323,0,0,0,1
212,1000,12,1.3670067135255033,1.9737418970650418,1.0,True,0.6162889203743078,0,0,0,1
213,1000,13,1.357866905373848,1.960660275724024,1.0,True,0.6205220140894641,0,0,0,1
214,1000,14,1.3821511789119605,1.9832883163770767,1.0,True,0.6409186855480415,0,0,0,1
215,1000,15,1.3814129349580544,1.9839062789206658,1.0,True,0.6287681480522571,0,0,0,1
216,1000,16,1.3563742777484504,1.9570688079095402,1.0,True,0.6406437934328997,0,0,0,1
217,1000,17,1.3565217657040465,1.9574589223938847,1.0,True,0.6385774969309361,0,0,0,1
218,1000,18,1.369487697317085,1.9832139626072085,1.0,True,0.6386023725971897,0,0,0,1
219,1000,19,1.3733890997328644,1.9735645335185363,1.0,True,0.6420808448167787,0,0,0,1
220,1000,20,1.3607017412012408,1.9695356892311082,1.0,True,0.6171870260580885,0,0,0,1
221,1000,21,1.378780920914137,1.9848567557658667,1.0,True,0.5961452894151402,0,0,0,1
222,1000,22,1.3535581701313335,1.9584924613867245,1.0,True,0.6284747500830621,0,0,0,1
223,1000,23,1.3759472468735638,1.977817095832132,1.0,True,0.6298838391378396,0,0,0,1
224,1000,24,1.365446763996344,1.9730027601547797,1.0,True,0.5817531585878122,0,0,0,1
225,1000,25,1.3751832311433105,1.9788468853589056,1.0,True,0.6342472695819938,0,0,0,1
226,1000,26,1.3525028109706012,1.9550276669534226,1.0,True,0.614930814319429,0,0,0,1
227,1000,27,1.3554984539335047,1.9594934498800103,1.0,True,0.654433141304426,0,0,0,1
228,1000,28,1.372949423666918,1.984440304764133,1.0,True,0.605895771463898,0,0,0,1
229,1000,29,1.367492457398187,1.9714475751319425,1.0,True,0.6227408568957404,0,0,0,1
230,1000,30,1.3662663460370996,1.9686021818564157,1.0,True,0.6517780857686701,0,0,0,1
231,1000,31,1.3775341292624141,1.9886030617453456,1.0,True,0.6397476022411048,0,0,0,1
232,1000,32,1.3881261250880446,1.9949069179115133,1.0,True,0.6152659088431665,0,0,0,1
233,1000,33,1.362803566066745,1.9666765788155733,1.0,True,0.6238546058529337,0,0,0,1
234,1000,34,1.3845385554773124,1.9852130328418385,1.0,True,0.6396584825682727,0,0,0,1
235,1000,35,1.3541829753029737,1.9504367046763005,1.0,True,0.6254168642198716,0,0,0,1
236,1000,36,1.3644567429304697,1.9715746385652677,1.0,True,0.6349770383160327,0,0,0,1
237,1000,37,1.3800740246966885,1.9892932461563348,1.0,True,0.6196071073538101,0,0,0,1
238,1000,38,1.3794862852086203,1.9931684380117676,1.0,True,0.6013286830458595,0,0,0,1
239,1000,39,1.374203148768226,1.9813263898913729,1.0,True,0.6201915687413364,0,0,0,1
240,1000,40,1.3713498412838487,1.9811273048633404,1.0,True,0.624860095401385,0,0,0,1
241,1000,41,1.3681214236302295,1.9706606420021044,1.0,True,0.614168833350242,0,0,0,1
242,1000,42,1.3645332683760283,1.9732728971012765,1.0,True,0.630009600462504,0,0,0,1
243,1000,43,1.380840249414757,1.985834760544056,1.0,True,0.6197902301930998,0,0,0,1
244,1000,44,1.3803810817702502,1.982906671067065,1.0,True,0.6520261572664654,0,0,0,1
245,1000,45,1.3645897481056448,1.9715517006913865,1.0,True,0.6322109509958058,0,0,0,1
246,1000,46,1.3850888525073286,1.9960699596967215,1.0,True,0.6185127818262579,0,0,0,1
247,1000,47,1.376058955459656,1.9794369003973524,1.0,True,0.6326178211138558,0,0,0,1
248,1000,48,1.3773030022128774,1.9796155240390503,1.0,True,0.6311250306864737,0,0,0,1
249,1000,49,1.3884613696446013,1.9885831931417328,1.0,True,0.6529772017155517,0,0,0,1
250,1000,50,1.3758518113270726,1.9777688945667036,1.0,True,0.6250222208211835,0,0,0,1
251,1000,51,1.3708714591170585,1.9754388793383122,1.0,True,0.6236675988741509,0,0,0,1
252,1000,52,1.3634304114761282,1.9693850861581186,1.0,True,0.6347109068801564,0,0,0,1
253,1000,53,1.3906498694431535,1.9897686793048681,1.0,True,0.6524993774048853,0,0,0,1
254,1000,54,1.3647913005795709,1.967032314901944,1.0,True,0.6305154484816438,0,0,0,1
255,1000,55,1.3686894383825778,1.9797257276204587,1.0,True,0.6187928080961336,0,0,0,1
256,1000,56,1.3975368533203594,2.003977211463071,1.0,True,0.6409806218844589,0,0,0,1
257,1000,57,1.3743889736012436,1.9743769637937174,1.0,True,0.6430485237279382,0,0,0,1
258,1000,58,1.3532100332093677,1.9562327352589453,1.0,True,0.6158360810263028,0,0,0,1
259,1000,59,1.3771717512350614,1.9813401764815035,1.0,True,0.6355777815084642,0,0,0,1
260,1000,60,1.3764189208329678,1.9832999126966273,1.0,True,0.5860818081579602,0,0,0,1
261,1000,61,1.3726214944116055,1.9682135187115508,1.0,True,0.6438856375098942,0,0,0,1
262,1000,62,1.3806897335443051,1.9836855548808967,1.0,True,0.6309548141545318,0,0,0,1
263,1000,63,1.3627308687087463,1.9713025770056478,1.0,True,0.602102181551901,0,0,0,1
264,1000,64,1.3701457521775153,1.978141864911783,1.0,True,0.6453731808747971,0,0,0,1
265,1000,65,1.3701638077956395,1.977560711370049,1.0,True,0.6229643488195764,0,0,0,1
266,1000,66,1.3882966179497478,1.9960803541201932,1.0,True,0.6360401842747851,0,0,0,1
267,1000,67,1.3704868445881118,1.9737045219988754,1.0,True,0.6222857555149033,0,0,0,1
268,1000,68,1.368077066105734,1.969768475469869,1.0,True,0.6261595817776273,0,0,0,1
269,1000,69,1.3761814938619248,1.983830301209838,1.0,True,0.6047954904788808,0,0,0,1
270,1000,70,1.3751463458802393,1.9876275632980618,1.0,True,0.605633476799138,0,0,0,1
271,1000,71,1.3742439858580153,1.9821984455317192,1.0,True,0.621600888029358,0,0,0,1
272,1000,72,1.366183719898555,1.9659952160211471,1.0,True,0.604848280124342,0,0,0,1
273,1000,73,1.3708989629666224,1.9739567984174151,1.0,True,0.6346229271370358,0,0,0,1
274,1000,74,1.3629366334171535,1.9682619330357203,1.0,True,0.6103861086466487,0,0,0,1
275,1000,75,1.3677131807070033,1.9762101961916085,1.0,True,0.6267691526332584,0,0,0,1
276,1000,76,1.3809036668450487,1.9871300220483192,1.0,True,0.6244237844227243,0,0,0,1
277,1000,77,1.3681576310394294,1.97285341969031,1.0,True,0.6191661131642885,0,0,0,1
278,1000,78,1.371507405446497,1.9770334452117573,1.0,True,0.6268818781222079,0,0,0,1
279,1000,79,1.3714051475064635,1.9792830188035522,1.0,True,0.6339539248891217,0,0,0,1
280,1000,80,1.3883175443196616,1.9962266176967125,1.0,True,0.6043098276073575,0,0,0,1
281,1000,81,1.3845347118703644,1.9939568244797923,1.0,True,0.6136124086834354,0,0,0,1
282,1000,82,1.3698495071746808,1.9723725031502455,1.0,True,0.6277010691424239,0,0,0,1
283,1000,83,1.3872630392769218,1.993036214412915,1.0,True,0.6129129706840901,0,0,0,1
284,1000,84,1.3875132298036505,1.9981632300247307,1.0,True,0.6104429728104845,0,0,0,1
285,1000,85,1.370763238477339,1.971660242945862,1.0,True,0.638886170550895,0,0,0,1
286,1000,86,1.368241906835869,1.981116328460772,1.0,True,0.5852878811924831,0,0,0,1
287,1000,87,1.3686655779698331,1.9648519097772736,1.0,True,0.6137061554938956,0,0,0,1
288,1000,88,1.364865407628625,1.970503649602802,1.0,True,0.6145008194493022,0,0,0,1
289,1000,89,1.376442832102675,1.9768769679949325,1.0,True,0.6496008645642837,0,0,0,1
290,1000,90,1.3588654120967545,1.9651550662104595,1.0,True,0.6406541020290089,0,0,0,1
291,1000,91,1.371223833854718,1.9805869840423425,1.0,True,0.6093039783272882,0,0,0,1
292,1000,92,1.3868948137729165,1.989374187267527,1.0,True,0.6121070445430399,0,0,0,1
293,1000,93,1.3731360235340329,1.9788865692152449,1.0,True,0.6312153156455009,0,0,0,1
294,1000,94,1.3727909884383245,1.9889254092510333,1.0,True,0.6020984619801197,0,0,0,1
295,1000,95,1.373697743916976,1.9771481142799912,1.0,True,0.6045452197973424,0,0,0,1
